739.99,2		TWO
739.99,1	1351
554.37,1	1804
554.37,1
440,1		2273
587.33,1	1703
698.46,1	1432
739.99,2		TWO
739.99,1
554.37,1
554.37,1
440,1
261.63,1
698.46,1
739.99,2		TWO
739.99,1
554.37,1
554.37,1
440,1
587.33,1
698.46,1
739.99,2		TWO
739.99,1
554.37,1
554.37,1
440,1
587.33,1
698.46,1
739.99,4		FOUR i
